,index,date,time,user_name,text,retweeted,preprocessed_text
86,86,02/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
87,87,02/02/2018,06:23,lizgifts,Never shop at @curryspcworld they have the worst customer service I have ever come across. #currys #badcustomerservice,False,
88,0,21/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
89,1,21/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
90,2,21/02/2018,06:10,LovelessAndWood,found them  #content #curryspcworld pic.twitter.com/glVzrhOFZe,False,
91,3,21/02/2018,04:04,CroydonSHIP,Thank you everyone that joined us this morning at our #GDPR Conference at #CurrysPCWorld! It was definitely an early start but thanks to @Croydonjaspers providing us with a delicious breakfast & our amazing caliber of guest speakers I'm sure you all left as full & informed as us!pic.twitter.com/cztsg4PIuK,False,
92,4,20/02/2018,12:54,auntydebsandsav,"New hoover time. My old hoover blew up so time for a new one
@curryspcworld
@Dyson
#dyson #hoover #vaccum #cleaning #currys #curryspcworld #carpetcleaner #tidyhouse #springcleaning #springclean #vaccumcleaner #hoovering #dysonsupersonic #newtoy #clean #cleanhouse #house #happy #pic.twitter.com/n7NBtA54vz",False,
93,5,20/02/2018,08:11,Adele20152,"for the same price you can get new fitted machine from John Lewis or Argos, dont use #curryspcworld",False,
94,6,20/02/2018,07:12,WiganCurrys,#Wigan #CurrysPCWorld Ask in Store today #Broadband #Savingspic.twitter.com/Rfd346XawS,False,
95,7,20/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
96,8,20/02/2018,05:11,Politico247,"@Argos_Online and @ArgosHelpers why are your beats pill + £30 more expensive that @curryspcworld. Same product, same colour? Why? #beatspill #argos #curryspcworld #shopping #sale #sales",False,
97,9,19/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
98,10,19/02/2018,08:01,CroydonSHIP,"After a great #Launch in #Croydon introducing their refreshingly personable & expert team, we're happy to have @FamilyACLF sponsor our #GDPR Conference this Wednesday at #CurrysPCWorld Are you GDPR ready? Find out here: https://tinyurl.com/y77j6tjw  #Business #Law #Politics #SHIPeventspic.twitter.com/b3iyLX8P3L",False,
99,11,19/02/2018,07:01,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbgI7J",False,
100,12,18/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
101,13,18/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
102,14,17/02/2018,12:47,WiganCurrys,#FlashSale #Wigan #CurrysPCWorld pic.twitter.com/lufxVliBfz,False,
103,15,17/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
104,16,16/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
105,17,16/02/2018,07:16,BobbyGlennie,Went into #curryspcworld there to buy a tv & asked the guy if there 1k tv is at its cheapest price & he turns round & says why would I want to give ya discount  yea ok bud why the fuck would I wanna give you a grand then bye   oh & its cheaper at Tesco anyways ,False,
106,18,16/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
107,19,15/02/2018,09:54,julianassangewl,"So far, today, 169 complaints have been posted in response to #Guardian article; I plan to tweet all of them! I refused the 25 pound compensation offered by #CurrysPCWorld, thinking I would bide my time! You should have abided by consumer protection act! https://www.which.co.uk/consumer-rights/regulation/consumer-rights-act …",False,
108,20,15/02/2018,09:37,julianassangewl,"So far, today, 169 complaints have been posted in response to #Guardian article; I plan to tweet all of them! I refused the 25 pound compensation offered by #CurrysPCWorld, thinking I would bide my time! You should have abided by consumer protection act!
https://www.theguardian.com/money/2018/feb/14/currys-knowhow-customer-service-delivery#comment-112262905 …",False,
109,21,15/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
110,22,14/02/2018,11:30,BrixhamUK,So Currys are now using their workers to do their adverts for them? Either that or they are employing actors who have only been at acting school for a couple of days #CurrysPCWorld,False,
111,23,14/02/2018,09:54,CrAzY_SXC_CoOl,#Curryspcworld is a peace of shit. I bought a laptop and wanted a refund till this day still haven’t received one. Taking the fucking piss run me my money... fukin pricks,False,
112,24,14/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
113,25,14/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
114,26,13/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
115,27,13/02/2018,01:07,SWChorltonirish,#currys #curryspcworld fantastic attitude from the driver of this vehicle this morning. Blocked… https://www.instagram.com/p/BfIZlqpBGTr/ ,False,
116,28,12/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
117,29,12/02/2018,08:59,Dogsbodyone,Cocked up again and ordered online from #CurrysPCWorld. Christ knows where my orgder is and no way to speak to anyone at #Currys. Usual shambles.,False,
118,30,12/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
119,31,11/02/2018,23:16,crompton_ann,"Wondering what has happened to my order.....got up extremely early on day off for my delivery, only for it not to be on the wagon, extremely concerned about my order and when or whether it is going to eventually turn up? #curryspcworld #teamknowhow",False,
120,32,11/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
121,33,11/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
122,34,10/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
123,35,10/02/2018,00:53,WiganCurrys,#Sale #Wigan #CurrysPCWorld pic.twitter.com/63NR7rsM2O,False,
124,36,09/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
125,37,09/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
126,38,09/02/2018,02:46,DealsLandsUK,"#CurrysDiscountcode & #CurrysPromoCodes On #DealsLandsUK #CurrysPCWorld #OnlineShopping #Offer
http://bit.ly/2nTiXGy pic.twitter.com/72dxd9sQSQ",False,
127,39,08/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
128,40,07/02/2018,09:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/hl1v7qcJZu",False,
129,41,07/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
130,42,06/02/2018,08:42,Aidy_P,"I've given the 'Case Reference' from the automated email response sent to me on 29.1.18 @ 15:55 by Customer Services. Here it is again CSUP4252935CR It was sent to customer.service@Teamknowhow.com. This has all the details requested. Let's test ""Team Know How"" eh? #curryspcworld https://twitter.com/TeamKnowhowUK/status/960910962504159232 …",False,
131,43,06/02/2018,08:11,Aidy_P,@curryspcworld @TeamKnowhowUK why do you keep sending me SPAM emails when I keep asking you not to? Case # CSUP4252935CR. You fail to respond to my emails to stop. Is it because you're still using Windows XP? #curryspcworld #currys #pcworld #poorservice #spam #unhappy #Hackedpic.twitter.com/OtK0OtrJgx,False,
132,44,06/02/2018,07:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones & Smart Tech {https://www.currys.co.uk/gbuk/index.html?awc=1599_1514296146_54ec51c91ee449d79fc9d4e8df0bfed5&srcid=369&xtor=AL-1&cmpid=aff~http%3A%2F%2Fwww%2Ethelondontree%2Ecom%2F~Media%20Content~229659&awid=229659 …} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinitpic.twitter.com/ruZiTbyjwj",False,
